synthetic_graph_id,synthetic_contract,synthetic_interaction_id,family,template_split,template_graph_id,template_interaction_id,template_function,call_method,state_variable,source_hash,label
SYNTH_REENTRANCY::01433::SyntheticReentrancy01433,SyntheticReentrancy01433,i:payout1433,payout,train,FORGE::vfp_00045::PDPVerifier,i:nextProvingPeriod,nextProvingPeriod,safeTransfer,withdrawalRequests5,23be4f7814d71683b9502e87dbb461f7194c94974865fb80cff6b1fc0e38f8d2,1
SYNTH_REENTRANCY::01434::SyntheticReentrancy01434,SyntheticReentrancy01434,i:release1434,release,train,FORGE::vfp_00234::mErc20Host,i:_verifyProof,_verifyProof,transfer,shares6,3e58dfc57f91d0379fdb8d6e0bf14df64377a0f308fcee27a47b50a00d73f6fe,1
SYNTH_REENTRANCY::01435::SyntheticReentrancy01435,SyntheticReentrancy01435,i:exit1435,exit,train,DAPP::DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db::MasterChef,i:emergencyWithdraw,emergencyWithdraw,call,stakes7,d3abde11bb5ae253f978a720b2f9ffe43faad6ae5fdcd04745671cf698f4c619,1
SYNTH_REENTRANCY::01436::SyntheticReentrancy01436,SyntheticReentrancy01436,i:claim1436,claim,train,DAPP::DAppSCAN-source/contracts/PeckShield-Arche/Arche_v1.0_Eros-909f35e0064d636aaf61954a6026fda7b2bade7f::D_Swap,i:Impl_Delivery,Impl_Delivery,transfer,claims8,a120d2ec3c38232b08438339345c2a743bab9440d941593595deb252dd508298,1
SYNTH_REENTRANCY::01437::SyntheticReentrancy01437,SyntheticReentrancy01437,i:settle1437,settle,val,DAPP::DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a::UniswapV2Adapter,i:swapExactTokensForTokens,swapExactTokensForTokens,send,escrowed9,89ca460422c2830818cce7bca5898aea9dfdf7fc98bc8b885e6931057c3ade75,1
SYNTH_REENTRANCY::01438::SyntheticReentrancy01438,SyntheticReentrancy01438,i:collect1438,collect,train,DAPP::DAppSCAN-source/contracts/consensys-PoolTogether_Pods/pods-v3-contracts-879dc8b911fc506dd6bead1f36eade919ccfea57::TokenDrop,i:claim,claim,safeTransfer,payouts10,ba4ed1ed49a5b39a32b04138a1331c968dbf3fbee48f6fee3058c7b1e72977ca,1
SYNTH_REENTRANCY::01439::SyntheticReentrancy01439,SyntheticReentrancy01439,i:harvest1439,harvest,train,DAPP::DAppSCAN-source/contracts/QuillAudits-Algovest/AlgoVestStaking0x090e69e7F48AFC059e480F297042DEA396B971e7::AlgoVestStaking,i:AVSTokenDonation,AVSTokenDonation,transfer,positions11,7d478ab8539761cac2b1a97cc4b96a37d79e2de3d4de3b714e4c46f0afdfd479,1
SYNTH_REENTRANCY::01440::SyntheticReentrancy01440,SyntheticReentrancy01440,i:withdraw1440,withdraw,train,DAPP::DAppSCAN-source/contracts/PeckShield-DSG/core-6f607f77698936e132e4e9b5cb4d75580636d919::NftEarnErc20Pool,i:slotStake,slotStake,call,balances12,c35d035635e391de923f16e61688537f584402419c3397cc9c4137687e55f710,1
SYNTH_REENTRANCY::01441::SyntheticReentrancy01441,SyntheticReentrancy01441,i:claimReward1441,claimReward,val,DAPP::DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5::Aliana,i:setGeneScienceAddress,setGeneScienceAddress,transfer,credits13,027da578ea850d087e4c82cdf2dcb411ce8e060eda4854aa598715368b805af0,1
SYNTH_REENTRANCY::01442::SyntheticReentrancy01442,SyntheticReentrancy01442,i:refund1442,refund,train,DAPP::DAppSCAN-source/contracts/Hacken-Ground Zero/code::IDO,i:claim,claim,send,pendingRewards14,f3fd19155380febb5fc7869fa913c79bd749b345250f5a06e7afa75a4da7ca0f,1
SYNTH_REENTRANCY::01443::SyntheticReentrancy01443,SyntheticReentrancy01443,i:unstake1443,unstake,train,FORGE::vfp_00189::Box,i:allocate,allocate,safeTransfer,withdrawalRequests15,752e0624b0e19b2e30f491a954d3970bf09615bb48e3e7081abd8d43c2ac778c,1
SYNTH_REENTRANCY::01444::SyntheticReentrancy01444,SyntheticReentrancy01444,i:redeem1444,redeem,train,FORGE::vfp_00116::L1Mailbox,i:getMsg,getMsg,transfer,shares16,74c712ebad79b674c6e4e405f2e2a93a0154980b6919d86fdc4485934f36156d,1
SYNTH_REENTRANCY::01445::SyntheticReentrancy01445,SyntheticReentrancy01445,i:payout1445,payout,train,DAPP::DAppSCAN-source/contracts/consensys-PoolTogether_Pods/pods-v3-contracts-879dc8b911fc506dd6bead1f36eade919ccfea57::Pod,i:depositTo,depositTo,call,stakes0,ccb8ec8b612438a5319f2195ecc1e45eaa20e169c3391ee44430cfd56c85db27,1
SYNTH_REENTRANCY::01446::SyntheticReentrancy01446,SyntheticReentrancy01446,i:release1446,release,test,FORGE::vfp_00058::LikwidMarginPosition,i:_margin,_margin,transfer,claims1,de2bf614197ae2442cb0975fc11bcbafa0c5913911a578d787a28340398f6cc9,1
SYNTH_REENTRANCY::01447::SyntheticReentrancy01447,SyntheticReentrancy01447,i:exit1447,exit,train,DAPP::DAppSCAN-source/contracts/PeckShield-BNPL/BNPL-0ee587a081668dcab166a3a275b8a6c4794ead4d::BankingNode,i:collectFees,collectFees,send,escrowed2,2944cf779539bb7d482dfc45684febd69c7c9d647ec4746d207a059d7ce87617,1
SYNTH_REENTRANCY::01448::SyntheticReentrancy01448,SyntheticReentrancy01448,i:claim1448,claim,train,FORGE::vfp_00190::BoxAdapterCached,i:updateTotalAssets,updateTotalAssets,safeTransfer,payouts3,461c16ff1608b56c5aa7383f219af6889563a57173f156d88ad811e0d8c48f87,1
SYNTH_REENTRANCY::01449::SyntheticReentrancy01449,SyntheticReentrancy01449,i:settle1449,settle,val,DAPP::DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a::WETHGateway,i:repayCreditAccountETH,repayCreditAccountETH,transfer,positions4,ca5bf20287405e99f043b5b701e9133e536a42fb258e5d2614722ef83d432613,1
SYNTH_REENTRANCY::01450::SyntheticReentrancy01450,SyntheticReentrancy01450,i:collect1450,collect,train,FORGE::vfp_00221::LimitOrderHook,i:_handleCancelCallback,_handleCancelCallback,call,balances5,2c2898ad2ba53c8b73a6793118da365888cd7a02c7604c3ceba59707f553ba4f,1
SYNTH_REENTRANCY::01451::SyntheticReentrancy01451,SyntheticReentrancy01451,i:harvest1451,harvest,train,DAPP::DAppSCAN-source/contracts/PeckShield-COIN98/code::C98MSiG,i:vote,vote,transfer,credits6,f131fd80392d1135682ab181fd425bedafa01a8bf104a7b6f46d4983eb07a787,1
SYNTH_REENTRANCY::01452::SyntheticReentrancy01452,SyntheticReentrancy01452,i:withdraw1452,withdraw,val,FORGE::vfp_00289::BasketToken,i:proRataRedeem,proRataRedeem,send,pendingRewards7,9daccd0f7e2bc301877a2496f55352884e644e6a715b3c29a7fe21f50cf0b4dc,1
SYNTH_REENTRANCY::01453::SyntheticReentrancy01453,SyntheticReentrancy01453,i:claimReward1453,claimReward,train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::yWETH,i:withdrawETH,withdrawETH,safeTransfer,withdrawalRequests8,a156749c33d0448aaec66c5d24e165d9e89660c7b315213380093f271754aa73,1
SYNTH_REENTRANCY::01454::SyntheticReentrancy01454,SyntheticReentrancy01454,i:refund1454,refund,test,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::MintingFactoryV2",i:mintBatchEdition,mintBatchEdition,transfer,shares9,0515661b4847803c5419ac52f28697cf1e7b5535f91549dd5dc6fa4a4c00b3f4,1
SYNTH_REENTRANCY::01455::SyntheticReentrancy01455,SyntheticReentrancy01455,i:unstake1455,unstake,train,DAPP::DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db::MasterChef,i:safePudTransfer,safePudTransfer,call,stakes10,5e0a4e1a4477e20181160adb9748243291a227be42b62990f38984c146bf6634,1
SYNTH_REENTRANCY::01456::SyntheticReentrancy01456,SyntheticReentrancy01456,i:redeem1456,redeem,train,DAPP::DAppSCAN-source/contracts/Coinbae-TapCoins_Token_Contract/code::UpgradeableToken,i:setUpgradeAgent,setUpgradeAgent,transfer,claims11,820d6bb5a53ce8eb8b49294a8347e5b64fd111c603bc7e47fb27da7900158128,1
SYNTH_REENTRANCY::01457::SyntheticReentrancy01457,SyntheticReentrancy01457,i:payout1457,payout,train,DAPP::DAppSCAN-source/contracts/consensys-PoolTogether_Sushi_and_Yearn_V2_Yield_Sources/pooltogether-yearnv2-yield-source-a34857f1555908a6263d2ebd189f0cb40e1858da::YearnV2YieldSource,i:supplyTokenTo,supplyTokenTo,send,escrowed12,27140fba50bf3a48fbc0d2f35fe8eb5caed91d47cad33990f829758b610faa5f,1
SYNTH_REENTRANCY::01458::SyntheticReentrancy01458,SyntheticReentrancy01458,i:release1458,release,train,FORGE::vfp_00189::Box,i:reallocate,reallocate,safeTransfer,payouts13,ce35ec613482ac13bd46cf8fee3cd57c42292615b11bdd1782d5515c2238918e,1
SYNTH_REENTRANCY::01459::SyntheticReentrancy01459,SyntheticReentrancy01459,i:exit1459,exit,train,DAPP::DAppSCAN-source/contracts/openzeppelin-Endaoment/endaoment-contracts-f60aa253d3d869ad6460877f23e6092acb313add::Fund,i:finalizeGrant,finalizeGrant,transfer,positions14,cdda0b2bfd8fe83e33708213f9f0736ef0e73b5247b9b168508ab21c91470bc3,1
SYNTH_REENTRANCY::01460::SyntheticReentrancy01460,SyntheticReentrancy01460,i:claim1460,claim,train,DAPP::DAppSCAN-source/contracts/PeckShield-KaoyaSwap/contracts-8273073f1d6914f372790399378f177573c52e37::MasterChef,i:deposit,deposit,call,balances15,fe289a5fca86bfafd5773bc9b3b12c37664e8350c58739350874f0472623fee0,1
SYNTH_REENTRANCY::01461::SyntheticReentrancy01461,SyntheticReentrancy01461,i:settle1461,settle,train,DAPP::DAppSCAN-source/contracts/QuillAudits-BCUBE Smart Contract/b-cube-ico-13f9f8a991a65f3e0ca60a2078121fdd5a921fb0::BCubePublicSale,i:buyBcubeUsingUSDT,buyBcubeUsingUSDT,transfer,credits16,4f3061b69e266d444f8316bee1c388f848bd9222823d5e545a3dc2f3262c336d,1
SYNTH_REENTRANCY::01462::SyntheticReentrancy01462,SyntheticReentrancy01462,i:collect1462,collect,test,FORGE::vfp_00288::DelegationMetaSwapAdapter,i:swapTokens,swapTokens,send,pendingRewards0,ee56ba271387190892c3e00730a2f28cf29e21c6444a5525a0d1f437c73087d5,1
SYNTH_REENTRANCY::01463::SyntheticReentrancy01463,SyntheticReentrancy01463,i:harvest1463,harvest,test,FORGE::vfp_00260::Router_Adapter,i:relayMessage,relayMessage,safeTransfer,withdrawalRequests1,715c6d52a573b7be27447c6cda60a8302aa472640327b6c72e3faa8fdabbcced,1
SYNTH_REENTRANCY::01464::SyntheticReentrancy01464,SyntheticReentrancy01464,i:withdraw1464,withdraw,train,FORGE::vfp_00189::Box,i:flash,flash,transfer,shares2,7e32a48d1f325e4b9f48caba9922886903fb3bd3d278b8a77b95afff18fd652c,1
SYNTH_REENTRANCY::01465::SyntheticReentrancy01465,SyntheticReentrancy01465,i:claimReward1465,claimReward,val,DAPP::DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a::YearnAdapter,i:_deposit,_deposit,call,stakes3,d047421d4298719aca667a7911404fbc4907a451b2a04b3ab290ba8d118c0f9a,1
SYNTH_REENTRANCY::01466::SyntheticReentrancy01466,SyntheticReentrancy01466,i:refund1466,refund,test,DAPP::DAppSCAN-source/contracts/ImmuneBytes-Bird Money-Final Audit Report/bird-farm-contracts-dfd2502b73c8f54c9081682c3eb070fcd3c00629::MasterChef,i:withdraw,withdraw,transfer,claims4,1c32f469814deb9b2fc5556c5047889bf9ac7623a833b090ccd58fc973bbe722,1
SYNTH_REENTRANCY::01467::SyntheticReentrancy01467,SyntheticReentrancy01467,i:unstake1467,unstake,train,DAPP::DAppSCAN-source/contracts/consensys-Gamma/hypervisor-41fd4abf79864478523e87924d4e80d80df04879::Hypervisor,i:withdraw,withdraw,send,escrowed5,36c74663d9a856f8db1d621c26be2bdf1719d6202d952c2c582c9f6cca74312b,1
SYNTH_REENTRANCY::01468::SyntheticReentrancy01468,SyntheticReentrancy01468,i:redeem1468,redeem,val,DAPP::DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a::CurveV1Adapter,i:exchange,exchange,safeTransfer,payouts6,4c39f57e037ab5420cbf6459d73420d689ddbdc41db078804f7306b313c3ac08,1
SYNTH_REENTRANCY::01469::SyntheticReentrancy01469,SyntheticReentrancy01469,i:payout1469,payout,train,DAPP::DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db::MasterChef,i:balance,balance,transfer,positions7,dae6cf11d2ab4a83735c93a2cdc504fce379a0eb3e4f2fca14950411f3be7901,1
SYNTH_REENTRANCY::01470::SyntheticReentrancy01470,SyntheticReentrancy01470,i:release1470,release,test,FORGE::vfp_00058::LikwidMarginPosition,i:modify,modify,call,balances8,e6492ebe528dde1738cdb4a657291f34b1c2e35f5a244550d22809887279ea7d,1
SYNTH_REENTRANCY::01471::SyntheticReentrancy01471,SyntheticReentrancy01471,i:exit1471,exit,train,DAPP::DAppSCAN-source/contracts/PeckShield-BabySwap/code::HoldStake,i:addPool,addPool,transfer,credits9,19ac33d877bca7cfe5c4df4cba88a0e1a8cec2f9a11eee011b915f7dfc1f523d,1
SYNTH_REENTRANCY::01472::SyntheticReentrancy01472,SyntheticReentrancy01472,i:claim1472,claim,train,DAPP::DAppSCAN-source/contracts/PeckShield-Holdefi/Holdefi-5a1e6e0d582120142e8a531f6806eba6665ef2f4::Holdefi,i:repayBorrowInternal,repayBorrowInternal,send,pendingRewards10,b7640f180c04612e85c3dd7fdbf401c46460c679532532cb6c80552fd5e96a28,1
SYNTH_REENTRANCY::01473::SyntheticReentrancy01473,SyntheticReentrancy01473,i:settle1473,settle,val,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-OriginDollar/origin-dollar-81431fd3b2aa4c518ffc389844f9708c00b516f0::VaultCore,i:rebase,rebase,safeTransfer,withdrawalRequests11,cbf90c6b0f54112d103808de065f6307614427dd1db5e53e8e135e5f8a699889,1
SYNTH_REENTRANCY::01474::SyntheticReentrancy01474,SyntheticReentrancy01474,i:collect1474,collect,test,DAPP::DAppSCAN-source/contracts/PeckShield-DarkCrypto/darkcrypto-contracts-fee5be8d36459aebed2b84e6493875b3dc0366fd::SkyRewardPool,i:withdraw,withdraw,transfer,shares12,61b3d3ed0cdfb5ec95b1ed69d36ee50083d9e262b85a30513ff8a197f433690f,1
SYNTH_REENTRANCY::01475::SyntheticReentrancy01475,SyntheticReentrancy01475,i:harvest1475,harvest,train,DAPP::DAppSCAN-source/contracts/Hacken-Ground Zero/code::IDO,i:claimTheInvestments,claimTheInvestments,call,stakes13,d1514b0b2d6a0b539007b2a418ee76adbaf5e861ca506f3b89ed24595c8673c4,1
SYNTH_REENTRANCY::01476::SyntheticReentrancy01476,SyntheticReentrancy01476,i:withdraw1476,withdraw,val,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b::YVaultAssetProxy,i:reserveDeposit,reserveDeposit,transfer,claims14,012d579b1f60580ce378563a4899dd7a568bc4a2c85a192d22b8d8794f45fb78,1
SYNTH_REENTRANCY::01477::SyntheticReentrancy01477,SyntheticReentrancy01477,i:claimReward1477,claimReward,test,DAPP::DAppSCAN-source/contracts/ImmuneBytes-Bird Money(MasterChef)-Audit Report/bird-farm-contracts-dfd2502b73c8f54c9081682c3eb070fcd3c00629::MasterChef,i:deposit,deposit,send,escrowed15,92b3b2668aa35121bab1633bdd0fb9d4dcc6f54452f9ffd0feb5cf8b18d1db01,1
SYNTH_REENTRANCY::01478::SyntheticReentrancy01478,SyntheticReentrancy01478,i:refund1478,refund,train,DAPP::DAppSCAN-source/contracts/PeckShield-MilkySwap/milkyswap-59f163e9959cf8bae4a521a9648219b553312e07::MasterMilker,i:emergencyWithdraw,emergencyWithdraw,safeTransfer,payouts16,009ebaa75f4c8b4f7c24194c5947d198b268fcae18f9f3f667afcc04840abdc6,1
SYNTH_REENTRANCY::01479::SyntheticReentrancy01479,SyntheticReentrancy01479,i:unstake1479,unstake,train,DAPP::DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db::MasterChef,i:setPoolStrategy,setPoolStrategy,transfer,positions0,ceb07eb914c76efb7ca6394efceb0dfd5f10f96d07afbf235293a318b35044a2,1
SYNTH_REENTRANCY::01480::SyntheticReentrancy01480,SyntheticReentrancy01480,i:redeem1480,redeem,train,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-Element_Finance_Governance_Security_Audit_Report/council-3d751c959b42573c78ccd0bccbc80424bf6d9a90::CoreVoting,i:execute,execute,call,balances1,a2705e5662b4af1b8823d74d8b492ca2f50be5514e6a62df923859087234ce0a,1
SYNTH_REENTRANCY::01481::SyntheticReentrancy01481,SyntheticReentrancy01481,i:payout1481,payout,val,DAPP::DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a::WETHGateway,i:addLiquidityETH,addLiquidityETH,transfer,credits2,b71df0ed2ced7719e7c2678d7757bb4b997ff0189d910f995362e0408e89d120,1
SYNTH_REENTRANCY::01482::SyntheticReentrancy01482,SyntheticReentrancy01482,i:release1482,release,train,DAPP::DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f::AToken,i:borrowFresh,borrowFresh,send,pendingRewards3,dde9a15cc2544f952649feab34f4614c88be7aaa7163d805df10644e16754e3f,1
SYNTH_REENTRANCY::01483::SyntheticReentrancy01483,SyntheticReentrancy01483,i:exit1483,exit,train,FORGE::vfp_00088::EnjoyoorsVaultWithdrawals,i:_claimWithdrawal,_claimWithdrawal,safeTransfer,withdrawalRequests4,24f76b89ddd7948758a5a0c691dff7adb90cfaec9bc1477e02b756ab0fb1d7e1,1
SYNTH_REENTRANCY::01484::SyntheticReentrancy01484,SyntheticReentrancy01484,i:claim1484,claim,test,FORGE::vfp_00126::SpokePool,i:_setOftMessenger,_setOftMessenger,transfer,shares5,ca873e936e69ac24906f44019e0ba9ad3546d1ac3e0f83c1c9c8ecb3bee482b2,1
SYNTH_REENTRANCY::01485::SyntheticReentrancy01485,SyntheticReentrancy01485,i:settle1485,settle,train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::yDelegatedVault,i:claimInsurance,claimInsurance,call,stakes6,b169d2966d39c12572ddd8789d921316aae74f5e65e022d1225e9ea8a3d86b2e,1
SYNTH_REENTRANCY::01486::SyntheticReentrancy01486,SyntheticReentrancy01486,i:collect1486,collect,train,DAPP::DAppSCAN-source/contracts/PeckShield-SushiSwap/sushiswap-180bc9b642bba79c1ee4a63f71a3a0d36e64aa63::MasterChef,i:withdraw,withdraw,transfer,claims7,247ad4899eddf0b10b53ff54a37dded04068c3f0f23db5915b40253a399d5be1,1
SYNTH_REENTRANCY::01487::SyntheticReentrancy01487,SyntheticReentrancy01487,i:harvest1487,harvest,train,FORGE::vfp_00221::LimitOrderHook,i:_handlePlaceCallback,_handlePlaceCallback,send,escrowed8,3609860194db6982c38e4d086f80e8dd3d5334147b3f87c51a8da4cbcba188d8,1
SYNTH_REENTRANCY::01488::SyntheticReentrancy01488,SyntheticReentrancy01488,i:withdraw1488,withdraw,train,DAPP::DAppSCAN-source/contracts/QuillAudits-Keep3r.Network-Keep3r.Network/StakingRewardsV3-13ecc6966ae1a413f62224382bfd4d64b1a22351::StakingRewardsV3,i:deposit,deposit,safeTransfer,payouts9,6d71f17ee17d82245998c0a6d6a915cd575836eaab7d900066bd0f1004632d21,1
SYNTH_REENTRANCY::01489::SyntheticReentrancy01489,SyntheticReentrancy01489,i:claimReward1489,claimReward,val,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-OriginDollar/origin-dollar-81431fd3b2aa4c518ffc389844f9708c00b516f0::VaultCore,i:_allocate,_allocate,transfer,positions10,31976a3ef63e85d03ad04d0d9027f656ad12e9fd4361a68d708206cdabebcdc1,1
SYNTH_REENTRANCY::01490::SyntheticReentrancy01490,SyntheticReentrancy01490,i:refund1490,refund,train,DAPP::DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db::MasterChef,i:withdraw,withdraw,call,balances11,3a6b7d48b707e98a0ea1c2ae472d57bcdd05e27d71acfd17632cf526e2483fb7,1
SYNTH_REENTRANCY::01491::SyntheticReentrancy01491,SyntheticReentrancy01491,i:unstake1491,unstake,train,DAPP::DAppSCAN-source/contracts/Coinbae-Pud.Fi Masterchef_Audit/MasterChef0x15Bee180BB39eE5c0166E63313C33984376930Db::MasterChef,i:add,add,transfer,credits12,babf4fbe29045b43fb8a526f15b892e67cc29d596819316f7be0657d54d643c2,1
SYNTH_REENTRANCY::01492::SyntheticReentrancy01492,SyntheticReentrancy01492,i:redeem1492,redeem,train,DAPP::DAppSCAN-source/contracts/PeckShield-DSG/core-6f607f77698936e132e4e9b5cb4d75580636d919::SinglePool,i:emergencyWithdraw,emergencyWithdraw,send,pendingRewards13,638fc91c8c760df1a8bae5dd1a3247a2d7a7a8a9e76cbab41e1720ab41cfe33e,1
SYNTH_REENTRANCY::01493::SyntheticReentrancy01493,SyntheticReentrancy01493,i:payout1493,payout,test,DAPP::DAppSCAN-source/contracts/BlockSec-blocksec_impossible_finance_swap_v1.2/impossible-swap-core-29aaef89f996acdbee92b67c4d95fb608dc8b876::ImpossibleWrappedToken,i:deposit,deposit,safeTransfer,withdrawalRequests14,ef47233e3224800ab27b4bd60908c6770840e4e9f3ed14542f14bdbd77c2e3ae,1
SYNTH_REENTRANCY::01494::SyntheticReentrancy01494,SyntheticReentrancy01494,i:release1494,release,train,DAPP::DAppSCAN-source/contracts/consensys-Connext NXTP — Noncustodial Xchain Transfer Protocol/nxtp-0656436d654cfe0313fa3c2bbc81aa86232ade16::TransactionManager,i:removeLiquidity,removeLiquidity,transfer,shares15,69051accc9441603a8b60df1e4954d26a8269031c68b1a844eb0b04e461c212c,1
SYNTH_REENTRANCY::01495::SyntheticReentrancy01495,SyntheticReentrancy01495,i:exit1495,exit,train,DAPP::DAppSCAN-source/contracts/PeckShield-DSG/core-6f607f77698936e132e4e9b5cb4d75580636d919::GovernorV1,i:propose,propose,call,stakes16,ed292dd2c85c53fa6d075a5e3640bc185f309ab2b089ca2d797067dc14c1c3a1,1
SYNTH_REENTRANCY::01496::SyntheticReentrancy01496,SyntheticReentrancy01496,i:claim1496,claim,train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Yearn Protocol V1/yearn-protocol-9ff0dc0ea73642c529383d0675930a41bf033295::yWETH,i:depositETH,depositETH,transfer,claims0,e4b1f19880eccb90d66abd3a2b006a7041d35abb2e26c175381ad474bbe8d1e7,1
SYNTH_REENTRANCY::01497::SyntheticReentrancy01497,SyntheticReentrancy01497,i:settle1497,settle,train,DAPP::DAppSCAN-source/contracts/PeckShield-ShibaNova/Contracts-b6b1ce1fcaff83d360df8944309f49958842b7b8::MasterShiba,i:withdraw,withdraw,send,escrowed1,f4f0fcb55d30f9f3d63b656e77887e8f2e3ed68c11a31c0cfeee5f6198962d95,1
SYNTH_REENTRANCY::01498::SyntheticReentrancy01498,SyntheticReentrancy01498,i:collect1498,collect,train,FORGE::vfp_00221::LimitOrderHook,i:cancelOrder,cancelOrder,safeTransfer,payouts2,e5e870e9ea567e5d18fc8e2b58b64dd193e50de1ec4b66d173d93e7a597ea952,1
SYNTH_REENTRANCY::01499::SyntheticReentrancy01499,SyntheticReentrancy01499,i:harvest1499,harvest,train,DAPP::DAppSCAN-source/contracts/PeckShield-PikaPerpV2/PikaPerpV2-4a0965ff90ed099b7e2d3e8dda47cd589ee8e3a2::PikaPerpV2,i:closePositionWithId,closePositionWithId,transfer,positions3,3afe2ee19afd7c3e1be074cf07e0c48a7898b4e3b2f14e3645a5fe67f785f9ea,1
SYNTH_REENTRANCY::01500::SyntheticReentrancy01500,SyntheticReentrancy01500,i:withdraw1500,withdraw,val,DAPP::DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a::UniswapV3Adapter,i:exactInputSingle,exactInputSingle,call,balances4,aa96b33697666703d1be2f70a16f5b9cae6c51494f3dd0f423c38268ee5be64c,1
SYNTH_REENTRANCY::01501::SyntheticReentrancy01501,SyntheticReentrancy01501,i:claimReward1501,claimReward,val,DAPP::DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a::PoolService,i:lendCreditAccount,lendCreditAccount,transfer,credits5,9b4b75367cb75f6d5230a8c01640baa3e578bb506e17635a7103a86fef029b44,1
SYNTH_REENTRANCY::01502::SyntheticReentrancy01502,SyntheticReentrancy01502,i:refund1502,refund,val,DAPP::DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5::ClockAuctionBase,i:setGeneScienceAddress,setGeneScienceAddress,send,pendingRewards6,bc6bace6f16fac6480b86cf8103ef01ea0a6170ab77d758a4accf1015cde5faf,1
SYNTH_REENTRANCY::01503::SyntheticReentrancy01503,SyntheticReentrancy01503,i:unstake1503,unstake,val,DAPP::DAppSCAN-source/contracts/QuillAudits-GearBox Protocol-GearBox Protocol/gearbox-contracts-0ac33ba87212ce056ac6b6357ad74161d417158a::UniswapV2Adapter,i:swapTokensForExactTokens,swapTokensForExactTokens,safeTransfer,withdrawalRequests7,489a38ba455dbad30a19bdb1d6dc5eba838d59294b0676c976ac1f16b84291b0,1
SYNTH_REENTRANCY::01504::SyntheticReentrancy01504,SyntheticReentrancy01504,i:redeem1504,redeem,val,DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::StakingV2,i:deposit,deposit,transfer,shares8,4242eeffd5f7ae9eec8db39127a1c76a228836f41eb650ee49001cf5bc330478,1
SYNTH_REENTRANCY::01505::SyntheticReentrancy01505,SyntheticReentrancy01505,i:payout1505,payout,train,FORGE::vfp_00224::OidcRecoveryValidator,i:startRecovery,startRecovery,call,stakes9,fe86ad39d0bd66032c31e59e60b048722a5e4ca2e93d656761b24cda23f0e962,1
