kind,severity,description,example_key,examples
duplicate_interactions_conflicting_labels,HIGH,10 exact normalized function sources have both positive and negative labels.,2c51fb944419,"{""source_hash"": ""2c51fb944419"", ""splits"": ""val"", ""examples"": ""val:FORGE::vfp_00156::HyperCoreFlowExecutor::activateUserAccount[y=1] ; val:FORGE::vfp_00156::DstOFTHandler::activateUserAccount[y=0] ; val:FORGE::vfp_00156::SponsoredCCTPDstPeriphery::activateUserAccount[y=0]""}"
duplicate_interactions_conflicting_labels,HIGH,10 exact normalized function sources have both positive and negative labels.,3d3bc858b39d,"{""source_hash"": ""3d3bc858b39d"", ""splits"": ""val"", ""examples"": ""val:FORGE::vfp_00156::DstOFTHandler::_executeFlow[y=0] ; val:FORGE::vfp_00156::ArbitraryEVMFlowExecutor::_executeFlow[y=1] ; val:FORGE::vfp_00156::SponsoredCCTPDstPeriphery::_executeFlow[y=0]""}"
duplicate_interactions_conflicting_labels,HIGH,10 exact normalized function sources have both positive and negative labels.,815f4a5891f8,"{""source_hash"": ""815f4a5891f8"", ""splits"": ""test"", ""examples"": ""test:FORGE::vfp_00102::OracleLess::_cancelOrder[y=1] ; test:FORGE::vfp_00102::Bracket::_cancelOrder[y=0]""}"
duplicate_interactions_conflicting_labels,HIGH,10 exact normalized function sources have both positive and negative labels.,036795e20175,"{""source_hash"": ""036795e20175"", ""splits"": ""test"", ""examples"": ""test:FORGE::vfp_00102::OracleLess::procureTokens[y=1] ; test:FORGE::vfp_00102::Bracket::procureTokens[y=0]""}"
same_train_positive_source_pattern_in_val_or_test,NONE,0 train-positive function hashes also appear in val/test.,,
exact_duplicate_contract_interaction_set_across_splits,HIGH,27 exact duplicate contract interaction-source sets appear across splits.,ce98735ec8b8,"{""signature"": ""ce98735ec8b8"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::Migrations ; train:DAPP::DAppSCAN-source/contracts/consensys-Skyweaver/Skyweaver-contracts-bde0c184db6168bf86656a48b12d5747950b54d9::Migrations ; train:DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::Migrations ; train:DAPP::DAppSCAN-source/contracts/SlowMist-CFFv2 Smart Contract Security Audit Report/cff-contract-v2-c86bef3f13c7585f547f9cd0ca900f94664e96b7::Migrations ; train:DAPP::DAppSCAN-source/contracts/consensys-MCDEX_Mai_Protocol_V2/mai-protocol-v2-4b198083ec4ae2d6851e101fc44ea333eaa3cd92::Migrations ; train:DAPP::DAppSCAN-source/contracts/PeckShield-Buffer/code::Migrations ; train:DAPP::DAppSCAN-source/contracts/QuillAudits-LTO Network-Token Sale/lto-erc20-token-02fa2620aef4c854675230b6544461961d47f968::Migrations ; train:DAPP::DAppSCAN-source/contracts/consensys-ENS_Permanent_Registrar/ethregistrar-e52abfc2799ac361364aca6135fc20f9175a29fd::Migrations""}"
exact_duplicate_contract_interaction_set_across_splits,HIGH,27 exact duplicate contract interaction-source sets appear across splits.,e17100050ef6,"{""signature"": ""e17100050ef6"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-DarkCrypto/darkcrypto-contracts-fee5be8d36459aebed2b84e6493875b3dc0366fd::Timelock ; train:DAPP::DAppSCAN-source/contracts/QuillAudits-Bond Appetit-Bond Appetit/bondappetit-protocol-355180f0aca0b29d60d808f761052956b7a3a159::Timelock ; train:DAPP::DAppSCAN-source/contracts/PeckShield-DSG/core-6f607f77698936e132e4e9b5cb4d75580636d919::Timelock ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Timelock""}"
exact_duplicate_contract_interaction_set_across_splits,HIGH,27 exact duplicate contract interaction-source sets appear across splits.,a4170a1e4bf5,"{""signature"": ""a4170a1e4bf5"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-MilkySwap/milkyswap-59f163e9959cf8bae4a521a9648219b553312e07::UniswapV2Factory ; val:DAPP::DAppSCAN-source/contracts/PeckShield-SushiSwap/sushiswap-180bc9b642bba79c1ee4a63f71a3a0d36e64aa63::UniswapV2Factory""}"
exact_duplicate_contract_interaction_set_across_splits,HIGH,27 exact duplicate contract interaction-source sets appear across splits.,64597197c856,"{""signature"": ""64597197c856"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::BscAprOracle ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::BscAprOracle""}"
exact_duplicate_contract_interaction_set_across_splits,HIGH,27 exact duplicate contract interaction-source sets appear across splits.,55a16e7b939c,"{""signature"": ""55a16e7b939c"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::AprOracle ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::AprOracle""}"
exact_duplicate_contract_interaction_set_across_splits,HIGH,27 exact duplicate contract interaction-source sets appear across splits.,fe7594876cd8,"{""signature"": ""fe7594876cd8"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::ExchangeRoles ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::ExchangeRoles""}"
exact_duplicate_contract_interaction_set_across_splits,HIGH,27 exact duplicate contract interaction-source sets appear across splits.,e67fb3a3f4e0,"{""signature"": ""e67fb3a3f4e0"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::Share ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Share""}"
exact_duplicate_contract_interaction_set_across_splits,HIGH,27 exact duplicate contract interaction-source sets appear across splits.,da03ee533e2d,"{""signature"": ""da03ee533e2d"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::FundRoles ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::FundRoles""}"
exact_duplicate_contract_interaction_set_across_splits,HIGH,27 exact duplicate contract interaction-source sets appear across splits.,fa31b8fdb711,"{""signature"": ""fa31b8fdb711"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::OrderQueueTestWrapper ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::OrderQueueTestWrapper""}"
exact_duplicate_contract_interaction_set_across_splits,HIGH,27 exact duplicate contract interaction-source sets appear across splits.,b8246d8cefb7,"{""signature"": ""b8246d8cefb7"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::ChessRoles ; test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::ChessRoles""}"
exact_duplicate_contract_interaction_set_across_splits,HIGH,27 exact duplicate contract interaction-source sets appear across splits.,3973b7f30196,"{""signature"": ""3973b7f30196"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::HeapTestContract ; val:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::HeapTestContract""}"
exact_duplicate_contract_interaction_set_across_splits,HIGH,27 exact duplicate contract interaction-source sets appear across splits.,dc0bb1678153,"{""signature"": ""dc0bb1678153"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::StakingBridgeTestInternal ; val:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::StakingBridgeTestInternal""}"
exact_duplicate_contract_interaction_set_across_splits,HIGH,27 exact duplicate contract interaction-source sets appear across splits.,b53628f05f93,"{""signature"": ""b53628f05f93"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::StabilityPoolBridgeTestInternal ; val:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::StabilityPoolBridgeTestInternal""}"
exact_duplicate_contract_interaction_set_across_splits,HIGH,27 exact duplicate contract interaction-source sets appear across splits.,2100ed649ae7,"{""signature"": ""2100ed649ae7"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::TestUtil ; val:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::TestUtil""}"
exact_duplicate_contract_interaction_set_across_splits,HIGH,27 exact duplicate contract interaction-source sets appear across splits.,85d71b1c9407,"{""signature"": ""85d71b1c9407"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::MinHeap ; val:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::MinHeap""}"
exact_duplicate_contract_interaction_set_across_splits,HIGH,27 exact duplicate contract interaction-source sets appear across splits.,458ccb401f00,"{""signature"": ""458ccb401f00"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::ExampleBridgeContract ; val:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::ExampleBridgeContract""}"
exact_duplicate_contract_interaction_set_across_splits,HIGH,27 exact duplicate contract interaction-source sets appear across splits.,3e6174dad8fa,"{""signature"": ""3e6174dad8fa"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::TroveBridge ; val:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::TroveBridge""}"
exact_duplicate_contract_interaction_set_across_splits,HIGH,27 exact duplicate contract interaction-source sets appear across splits.,663014548f84,"{""signature"": ""663014548f84"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::StabilityPoolBridge ; val:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::StabilityPoolBridge""}"
exact_duplicate_contract_interaction_set_across_splits,HIGH,27 exact duplicate contract interaction-source sets appear across splits.,8ae17ee0c0eb,"{""signature"": ""8ae17ee0c0eb"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::StakingBridge ; val:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::StakingBridge""}"
exact_duplicate_contract_interaction_set_across_splits,HIGH,27 exact duplicate contract interaction-source sets appear across splits.,f87024a6138f,"{""signature"": ""f87024a6138f"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::IssuanceBridge ; val:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::IssuanceBridge""}"
exact_duplicate_contract_interaction_set_across_splits,HIGH,27 exact duplicate contract interaction-source sets appear across splits.,baff7af9c5ad,"{""signature"": ""baff7af9c5ad"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::AaveLendingBridge ; val:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::AaveLendingBridge""}"
exact_duplicate_contract_interaction_set_across_splits,HIGH,27 exact duplicate contract interaction-source sets appear across splits.,dc1e571d2b5c,"{""signature"": ""dc1e571d2b5c"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::MStableBridge ; val:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::MStableBridge""}"
exact_duplicate_contract_interaction_set_across_splits,HIGH,27 exact duplicate contract interaction-source sets appear across splits.,656f1f37ca5a,"{""signature"": ""656f1f37ca5a"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Element Bridge/aztec-connect-bridges-ac2e7194b5887ea11a607b4cf8de0547b3d7fdd0::RaiBridge ; val:DAPP::DAppSCAN-source/contracts/Solidified-Aztec Lido Bridge/aztec-connect-bridges-d5aca13d4d0a17b21eeddf77f49f4c6613461fb0::RaiBridge""}"
exact_duplicate_contract_interaction_set_across_splits,HIGH,27 exact duplicate contract interaction-source sets appear across splits.,40dccfcfccc2,"{""signature"": ""40dccfcfccc2"", ""examples"": ""train:DAPP::DAppSCAN-source/contracts/Coinspect-Incognito Audit/bridge-eth-4879219669a38d601265582f815596b6775855b6::UpgradeabilityProxy ; train:DAPP::DAppSCAN-source/contracts/Coinspect-Incognito Audit/bridge-eth-4879219669a38d601265582f815596b6775855b6::AdminUpgradeabilityProxy ; train:DAPP::DAppSCAN-source/contracts/Coinspect-Incognito Audit/bridge-eth-4879219669a38d601265582f815596b6775855b6::FiatTokenProxy ; val:DAPP::DAppSCAN-source/contracts/PeckShield-KaoyaSwap/contracts-8273073f1d6914f372790399378f177573c52e37::UpgradeabilityProxy ; val:DAPP::DAppSCAN-source/contracts/PeckShield-KaoyaSwap/contracts-8273073f1d6914f372790399378f177573c52e37::AdminUpgradeabilityProxy ; val:DAPP::DAppSCAN-source/contracts/PeckShield-KaoyaSwap/contracts-8273073f1d6914f372790399378f177573c52e37::KaoyaProxy""}"
exact_duplicate_contract_interaction_set_across_splits,HIGH,27 exact duplicate contract interaction-source sets appear across splits.,0c61fd8c76ee,"{""signature"": ""0c61fd8c76ee"", ""examples"": ""val:DAPP::DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878::BaseAdminUpgradeabilityProxy ; val:DAPP::DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878::UpgradeabilityProxy ; val:DAPP::DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878::AdminUpgradeabilityProxy ; val:DAPP::DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878::BaseUpgradeabilityProxy ; val:DAPP::DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878::BaseImmutableAdminUpgradeabilityProxy ; test:DAPP::DAppSCAN-source/contracts/consensys-Aave_Protocol_V2/aave-protocol-v2-f756f44a8d6a328cd545335e46e7128939db88c4::BaseAdminUpgradeabilityProxy ; test:DAPP::DAppSCAN-source/contracts/consensys-Aave_Protocol_V2/aave-protocol-v2-f756f44a8d6a328cd545335e46e7128939db88c4::UpgradeabilityProxy ; test:DAPP::DAppSCAN-source/contracts/consensys-Aave_Protocol_V2/aave-protocol-v2-f756f44a8d6a328cd545335e46e7128939db88c4::AdminUpgradeabilityProxy""}"
exact_duplicate_contract_interaction_set_across_splits,HIGH,27 exact duplicate contract interaction-source sets appear across splits.,27c19e71fa17,"{""signature"": ""27c19e71fa17"", ""examples"": ""val:DAPP::DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878::InitializableAdminUpgradeabilityProxy ; test:DAPP::DAppSCAN-source/contracts/consensys-Aave_Protocol_V2/aave-protocol-v2-f756f44a8d6a328cd545335e46e7128939db88c4::InitializableAdminUpgradeabilityProxy""}"
exact_duplicate_contract_interaction_set_across_splits,HIGH,27 exact duplicate contract interaction-source sets appear across splits.,044dfaecd3f2,"{""signature"": ""044dfaecd3f2"", ""examples"": ""val:DAPP::DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878::InitializableUpgradeabilityProxy ; val:DAPP::DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878::InitializableImmutableAdminUpgradeabilityProxy ; test:DAPP::DAppSCAN-source/contracts/consensys-Aave_Protocol_V2/aave-protocol-v2-f756f44a8d6a328cd545335e46e7128939db88c4::InitializableUpgradeabilityProxy""}"
same_contract_name_near_duplicate_interaction_code,HIGH,42 same contract-name graph pairs across splits share >=80% exact interaction function hashes.,train:DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::Migrations,"{""jaccard"": 1.0, ""a"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-AirSwap/airswap-protocols-b87d292aaf6e28ede564b7ea28ece39219994607::Migrations"", ""b"": ""test:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::Migrations"", ""overlap"": 1, ""sizes"": ""1/1""}"
same_contract_name_near_duplicate_interaction_code,HIGH,42 same contract-name graph pairs across splits share >=80% exact interaction function hashes.,train:DAPP::DAppSCAN-source/contracts/consensys-Skyweaver/Skyweaver-contracts-bde0c184db6168bf86656a48b12d5747950b54d9::Migrations,"{""jaccard"": 1.0, ""a"": ""train:DAPP::DAppSCAN-source/contracts/consensys-Skyweaver/Skyweaver-contracts-bde0c184db6168bf86656a48b12d5747950b54d9::Migrations"", ""b"": ""test:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::Migrations"", ""overlap"": 1, ""sizes"": ""1/1""}"
same_contract_name_near_duplicate_interaction_code,HIGH,42 same contract-name graph pairs across splits share >=80% exact interaction function hashes.,train:DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::Migrations,"{""jaccard"": 1.0, ""a"": ""train:DAPP::DAppSCAN-source/contracts/PepperSec-Aira-Robonomic/robonomics_contracts-cc35a91de187072214d215262d8371f0159c2498::Migrations"", ""b"": ""test:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::Migrations"", ""overlap"": 1, ""sizes"": ""1/1""}"
same_contract_name_near_duplicate_interaction_code,HIGH,42 same contract-name graph pairs across splits share >=80% exact interaction function hashes.,train:DAPP::DAppSCAN-source/contracts/SlowMist-CFFv2 Smart Contract Security Audit Report/cff-contract-v2-c86bef3f13c7585f547f9cd0ca900f94664e96b7::Migrations,"{""jaccard"": 1.0, ""a"": ""train:DAPP::DAppSCAN-source/contracts/SlowMist-CFFv2 Smart Contract Security Audit Report/cff-contract-v2-c86bef3f13c7585f547f9cd0ca900f94664e96b7::Migrations"", ""b"": ""test:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::Migrations"", ""overlap"": 1, ""sizes"": ""1/1""}"
same_contract_name_near_duplicate_interaction_code,HIGH,42 same contract-name graph pairs across splits share >=80% exact interaction function hashes.,train:DAPP::DAppSCAN-source/contracts/consensys-MCDEX_Mai_Protocol_V2/mai-protocol-v2-4b198083ec4ae2d6851e101fc44ea333eaa3cd92::Migrations,"{""jaccard"": 1.0, ""a"": ""train:DAPP::DAppSCAN-source/contracts/consensys-MCDEX_Mai_Protocol_V2/mai-protocol-v2-4b198083ec4ae2d6851e101fc44ea333eaa3cd92::Migrations"", ""b"": ""test:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::Migrations"", ""overlap"": 1, ""sizes"": ""1/1""}"
same_contract_name_near_duplicate_interaction_code,HIGH,42 same contract-name graph pairs across splits share >=80% exact interaction function hashes.,train:DAPP::DAppSCAN-source/contracts/PeckShield-Buffer/code::Migrations,"{""jaccard"": 1.0, ""a"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-Buffer/code::Migrations"", ""b"": ""test:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::Migrations"", ""overlap"": 1, ""sizes"": ""1/1""}"
same_contract_name_near_duplicate_interaction_code,HIGH,42 same contract-name graph pairs across splits share >=80% exact interaction function hashes.,train:DAPP::DAppSCAN-source/contracts/QuillAudits-LTO Network-Token Sale/lto-erc20-token-02fa2620aef4c854675230b6544461961d47f968::Migrations,"{""jaccard"": 1.0, ""a"": ""train:DAPP::DAppSCAN-source/contracts/QuillAudits-LTO Network-Token Sale/lto-erc20-token-02fa2620aef4c854675230b6544461961d47f968::Migrations"", ""b"": ""test:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::Migrations"", ""overlap"": 1, ""sizes"": ""1/1""}"
same_contract_name_near_duplicate_interaction_code,HIGH,42 same contract-name graph pairs across splits share >=80% exact interaction function hashes.,train:DAPP::DAppSCAN-source/contracts/consensys-ENS_Permanent_Registrar/ethregistrar-e52abfc2799ac361364aca6135fc20f9175a29fd::Migrations,"{""jaccard"": 1.0, ""a"": ""train:DAPP::DAppSCAN-source/contracts/consensys-ENS_Permanent_Registrar/ethregistrar-e52abfc2799ac361364aca6135fc20f9175a29fd::Migrations"", ""b"": ""test:DAPP::DAppSCAN-source/contracts/Trail_of_Bits-Liquity/dev-f0df3efa5a5f05b205752184cfce107c5bd6e06c::Migrations"", ""overlap"": 1, ""sizes"": ""1/1""}"
same_contract_name_near_duplicate_interaction_code,HIGH,42 same contract-name graph pairs across splits share >=80% exact interaction function hashes.,train:DAPP::DAppSCAN-source/contracts/PeckShield-DarkCrypto/darkcrypto-contracts-fee5be8d36459aebed2b84e6493875b3dc0366fd::Timelock,"{""jaccard"": 1.0, ""a"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-DarkCrypto/darkcrypto-contracts-fee5be8d36459aebed2b84e6493875b3dc0366fd::Timelock"", ""b"": ""test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Timelock"", ""overlap"": 1, ""sizes"": ""1/1""}"
same_contract_name_near_duplicate_interaction_code,HIGH,42 same contract-name graph pairs across splits share >=80% exact interaction function hashes.,train:DAPP::DAppSCAN-source/contracts/QuillAudits-Bond Appetit-Bond Appetit/bondappetit-protocol-355180f0aca0b29d60d808f761052956b7a3a159::Timelock,"{""jaccard"": 1.0, ""a"": ""train:DAPP::DAppSCAN-source/contracts/QuillAudits-Bond Appetit-Bond Appetit/bondappetit-protocol-355180f0aca0b29d60d808f761052956b7a3a159::Timelock"", ""b"": ""test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Timelock"", ""overlap"": 1, ""sizes"": ""1/1""}"
same_contract_name_near_duplicate_interaction_code,HIGH,42 same contract-name graph pairs across splits share >=80% exact interaction function hashes.,train:DAPP::DAppSCAN-source/contracts/PeckShield-DSG/core-6f607f77698936e132e4e9b5cb4d75580636d919::Timelock,"{""jaccard"": 1.0, ""a"": ""train:DAPP::DAppSCAN-source/contracts/PeckShield-DSG/core-6f607f77698936e132e4e9b5cb4d75580636d919::Timelock"", ""b"": ""test:DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::Timelock"", ""overlap"": 1, ""sizes"": ""1/1""}"
same_contract_name_near_duplicate_interaction_code,HIGH,42 same contract-name graph pairs across splits share >=80% exact interaction function hashes.,train:DAPP::DAppSCAN-source/contracts/Coinspect-Incognito Audit/bridge-eth-4879219669a38d601265582f815596b6775855b6::UpgradeabilityProxy,"{""jaccard"": 1.0, ""a"": ""train:DAPP::DAppSCAN-source/contracts/Coinspect-Incognito Audit/bridge-eth-4879219669a38d601265582f815596b6775855b6::UpgradeabilityProxy"", ""b"": ""val:DAPP::DAppSCAN-source/contracts/PeckShield-KaoyaSwap/contracts-8273073f1d6914f372790399378f177573c52e37::UpgradeabilityProxy"", ""overlap"": 1, ""sizes"": ""1/1""}"
same_contract_name_near_duplicate_interaction_code,HIGH,42 same contract-name graph pairs across splits share >=80% exact interaction function hashes.,val:DAPP::DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878::UpgradeabilityProxy,"{""jaccard"": 1.0, ""a"": ""val:DAPP::DAppSCAN-source/contracts/QuillAudits-AAVE-ParaSwap Adapter/aave-protocol-v2-14e2ab47d95f42ec5ee486f367067e78a7588878::UpgradeabilityProxy"", ""b"": ""test:DAPP::DAppSCAN-source/contracts/consensys-Aave_Protocol_V2/aave-protocol-v2-f756f44a8d6a328cd545335e46e7128939db88c4::UpgradeabilityProxy"", ""overlap"": 1, ""sizes"": ""1/1""}"
