severity,issue,split,graph_id,source,project,contract,function,label,vulnerability_type,file,line,source_hash,state_count,external_call_count,external_methods,example_call,details
MEDIUM,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Generic Lender/yearnV2-generic-lender-strat-979ef2f0e5da39ca59a5907c37ba2064fcd6be82::FlashLoanReceiverBase,DAPP,DAppSCAN-source/contracts/QuillAudits-Yearn Finance-Generic Lender/yearnV2-generic-lender-strat-979ef2f0e5da39ca59a5907c37ba2064fcd6be82,FlashLoanReceiverBase,transferInternal,0,,,,3d11329264404db2,1,2,call|safeTransfer,"_destination.call{value: _amount}("""")",Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,front_running_positive_weak_fit_for_interaction_localization,train,DAPP::DAppSCAN-source/contracts/QuillAudits-1inch-token/1inch-token-99fd056f91005ca521a02a005f7bcd8f77e06afc::ERC20Permit,DAPP,DAppSCAN-source/contracts/QuillAudits-1inch-token/1inch-token-99fd056f91005ca521a02a005f7bcd8f77e06afc,ERC20Permit,permit,1,Front-running / Tx Order (SWC-114),DAppSCAN-source/contracts/QuillAudits-1inch-token/1inch-token-99fd056f91005ca521a02a005f7bcd8f77e06afc/contracts/ERC20Permit.sol,L53,2699d658e283fc53,2,3,current|recover|increment,_nonces[owner].current(),"Front-running labels often depend on transaction ordering/economic context, not just state+external-call hyperedge evidence."
MEDIUM,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/Coinspect-Incognito Audit/bridge-eth-4879219669a38d601265582f815596b6775855b6::UniswapV2Trade,DAPP,DAppSCAN-source/contracts/Coinspect-Incognito Audit/bridge-eth-4879219669a38d601265582f815596b6775855b6,UniswapV2Trade,transfer,0,,,,486d957165f63803,1,2,call|transfer,"msg.sender.call{value: amount}("""")",Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/Coinspect-Incognito Audit/bridge-eth-4879219669a38d601265582f815596b6775855b6::TradeUtils,DAPP,DAppSCAN-source/contracts/Coinspect-Incognito Audit/bridge-eth-4879219669a38d601265582f815596b6775855b6,TradeUtils,transfer,0,,,,486d957165f63803,1,2,call|transfer,"msg.sender.call{value: amount}("""")",Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/Coinspect-Incognito Audit/bridge-eth-4879219669a38d601265582f815596b6775855b6::Vault,DAPP,DAppSCAN-source/contracts/Coinspect-Incognito Audit/bridge-eth-4879219669a38d601265582f815596b6775855b6,Vault,withdraw,0,,,,e55c4e5359912dd5,3,3,balanceOf|call|transfer,IERC20(data.token).balanceOf(address(this)),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,front_running_positive_weak_fit_for_interaction_localization,train,DAPP::DAppSCAN-source/contracts/Coinspect-Incognito Audit/bridge-eth-4879219669a38d601265582f815596b6775855b6::Vault,DAPP,DAppSCAN-source/contracts/Coinspect-Incognito Audit/bridge-eth-4879219669a38d601265582f815596b6775855b6,Vault,execute,1,Front-running / Tx Order (SWC-114),DAppSCAN-source/contracts/Coinspect-Incognito Audit/bridge-eth-4879219669a38d601265582f815596b6775855b6/bridge/contracts/vault.sol,L513 - L548,e474b7bc656bc4f6,3,2,balanceOf|transfer,IERC20(token).balanceOf(address(this)),"Front-running labels often depend on transaction ordering/economic context, not just state+external-call hyperedge evidence."
MEDIUM,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/Coinspect-Incognito Audit/bridge-eth-4879219669a38d601265582f815596b6775855b6::Vault,DAPP,DAppSCAN-source/contracts/Coinspect-Incognito Audit/bridge-eth-4879219669a38d601265582f815596b6775855b6,Vault,callExtFunc,0,,,,615d76bdecc53847,1,1,call,exchangeAddress.call{value: ethAmount}(callData),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/Coinspect-Incognito Audit/bridge-eth-4879219669a38d601265582f815596b6775855b6::KBNTrade,DAPP,DAppSCAN-source/contracts/Coinspect-Incognito Audit/bridge-eth-4879219669a38d601265582f815596b6775855b6,KBNTrade,transfer,0,,,,486d957165f63803,1,2,call|transfer,"msg.sender.call{value: amount}("""")",Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::Timelock,DAPP,DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d,Timelock,executeTransaction,0,,,,ec8c8bd379ef948e,3,1,call,target.call{value: value}(callData),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::WaultSwapPair,DAPP,DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d,WaultSwapPair,_safeTransfer,0,,,,72cc265281ae608d,1,1,call,"token.call(abi.encodeWithSelector(SELECTOR, to, value))",Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::WNativeRelayer,DAPP,DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d,WNativeRelayer,withdraw,0,,,,96add10fa2f34e74,1,2,withdraw|call,IWETH(wnative).withdraw(_amount),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::Vault,DAPP,DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d,Vault,_fairLaunchWithdraw,0,,,,504a53f48afda821,4,3,call|getFairLaunchAddr|burn,"config.getFairLaunchAddr().call(           abi.encodeWithSelector(0xb5c5f672, positions[id].owner, fairLaunchPoolId, pos",Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,front_running_positive_weak_fit_for_interaction_localization,train,DAPP::DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d::PancakeswapV2Worker02,DAPP,DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d,PancakeswapV2Worker02,work,1,Front-running / Tx Order (SWC-114),DAppSCAN-source/contracts/Inspex-Optimized Worker/bsc-alpaca-contract-1aee2ceec77e3fd3162b74858c846cdc5692928d/contracts/6/protocol/workers/pcs/PancakeswapV2Worker02.sol,L218,1a8b7e75990ceaf4,6,5,transfer|balanceOf|safeTransfer|execute|safeTransfer,"lpToken.transfer(strat, lpToken.balanceOf(address(this)))","Front-running labels often depend on transaction ordering/economic context, not just state+external-call hyperedge evidence."
MEDIUM,front_running_positive_weak_fit_for_interaction_localization,train,DAPP::DAppSCAN-source/contracts/Iosiro-Synthetix Phase 2 Smart Contract Audit/synthetix-fdd4782ebebd7b4892c8a68000f76708d5d1aa7b::Synthetix,DAPP,DAppSCAN-source/contracts/Iosiro-Synthetix Phase 2 Smart Contract Audit/synthetix-fdd4782ebebd7b4892c8a68000f76708d5d1aa7b,Synthetix,exchange,1,Front-running / Tx Order (SWC-114),DAppSCAN-source/contracts/Iosiro-Synthetix Phase 2 Smart Contract Audit/synthetix-fdd4782ebebd7b4892c8a68000f76708d5d1aa7b/Synthetix.sol,L434-440,9452f1a8a970af25,2,1,validateGasPrice,gasPriceLimit.validateGasPrice(tx.gasprice),"Front-running labels often depend on transaction ordering/economic context, not just state+external-call hyperedge evidence."
MEDIUM,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/QuillAudits-Bond Appetit-Bond Appetit/bondappetit-protocol-355180f0aca0b29d60d808f761052956b7a3a159::Timelock,DAPP,DAppSCAN-source/contracts/QuillAudits-Bond Appetit-Bond Appetit/bondappetit-protocol-355180f0aca0b29d60d808f761052956b7a3a159,Timelock,executeTransaction,0,,,,9095de4a849ce0fb,3,1,call,target.call{value: value}(callData),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/PeckShield-ShibaNova/Contracts-b6b1ce1fcaff83d360df8944309f49958842b7b8::ShibaPair,DAPP,DAppSCAN-source/contracts/PeckShield-ShibaNova/Contracts-b6b1ce1fcaff83d360df8944309f49958842b7b8,ShibaPair,_safeTransfer,0,,,,1c91870645e316c6,1,1,call,"token.call(abi.encodeWithSelector(SELECTOR, to, value))",Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/Chainsecurity-Compound  cToken unredacted/compound-protocol-4a54ec5c55b66ea67d44b76f3056f0ed7229db8c::Timelock,DAPP,DAppSCAN-source/contracts/Chainsecurity-Compound  cToken unredacted/compound-protocol-4a54ec5c55b66ea67d44b76f3056f0ed7229db8c,Timelock,executeTransaction,0,,,,1854807c87636fd5,3,1,call,target.call{value: value}(callData),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/Chainsecurity-Compound  cToken unredacted/compound-protocol-4a54ec5c55b66ea67d44b76f3056f0ed7229db8c::TimelockCertora,DAPP,DAppSCAN-source/contracts/Chainsecurity-Compound  cToken unredacted/compound-protocol-4a54ec5c55b66ea67d44b76f3056f0ed7229db8c,TimelockCertora,executeTransaction,0,,,,1854807c87636fd5,3,1,call,target.call{value: value}(callData),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/Chainsecurity-Angle Protocol/angle-core-46e6d32837cbe97a4af0adb693e63afa0d01fc3e::Timelock,DAPP,DAppSCAN-source/contracts/Chainsecurity-Angle Protocol/angle-core-46e6d32837cbe97a4af0adb693e63afa0d01fc3e,Timelock,executeTransaction,0,,,,4a64be79a0c38e57,3,1,call,target.call{ value: value }(callData),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,front_running_positive_weak_fit_for_interaction_localization,train,DAPP::DAppSCAN-source/contracts/Chainsecurity-Angle Protocol/angle-core-46e6d32837cbe97a4af0adb693e63afa0d01fc3e::GenericAave,DAPP,DAppSCAN-source/contracts/Chainsecurity-Angle Protocol/angle-core-46e6d32837cbe97a4af0adb693e63afa0d01fc3e,GenericAave,harvest,1,Front-running / Tx Order (SWC-114),DAppSCAN-source/contracts/Chainsecurity-Angle Protocol/angle-core-46e6d32837cbe97a4af0adb693e63afa0d01fc3e/contracts/genericLender/GenericAave.sol,L104-134,13b587f2f91b3cb3,4,6,balanceOf|redeem|balanceOf|balanceOf|balanceOf|cooldown,IERC20(address(stkAave)).balanceOf(address(this)),"Front-running labels often depend on transaction ordering/economic context, not just state+external-call hyperedge evidence."
MEDIUM,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/PeckShield-DSG/core-6f607f77698936e132e4e9b5cb4d75580636d919::SwapRouter,DAPP,DAppSCAN-source/contracts/PeckShield-DSG/core-6f607f77698936e132e4e9b5cb4d75580636d919,SwapRouter,externalSwap,0,,,,12504cd2a7388f18,1,9,universalBalanceOf|safeTransferFrom|universalApproveMax|call|isETH|universalTransfer|universalBalanceOf|sub|universalBalanceOf,"TransferHelper.universalBalanceOf(toToken, msg.sender)",Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/PeckShield-DSG/core-6f607f77698936e132e4e9b5cb4d75580636d919::SwapPair,DAPP,DAppSCAN-source/contracts/PeckShield-DSG/core-6f607f77698936e132e4e9b5cb4d75580636d919,SwapPair,_safeTransfer,0,,,,e0710fd46c494956,1,1,call,"token.call(abi.encodeWithSelector(SELECTOR, to, value))",Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/PeckShield-DSG/core-6f607f77698936e132e4e9b5cb4d75580636d919::Timelock,DAPP,DAppSCAN-source/contracts/PeckShield-DSG/core-6f607f77698936e132e4e9b5cb4d75580636d919,Timelock,executeTransaction,0,,,,9095de4a849ce0fb,3,1,call,target.call{value: value}(callData),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/PeckShield-Buffer/code::BufferBNBOptions,DAPP,DAppSCAN-source/contracts/PeckShield-Buffer/code,BufferBNBOptions,payProfit,0,,,,3844f8747adb5838,3,2,latestRoundData|send,priceProvider.latestRoundData(),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/Chainsecurity-Angle Protocol  Borrowing Module/angle-borrow-0363b6a137a44e22ee06b3187ba74f7798c1af08::Swapper,DAPP,DAppSCAN-source/contracts/Chainsecurity-Angle Protocol  Borrowing Module/angle-borrow-0363b6a137a44e22ee06b3187ba74f7798c1af08,Swapper,_swapOn1Inch,0,,,,1faa8856de7f8713,2,1,call,oneInch.call(payload),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/Chainsecurity-Angle Protocol  Borrowing Module/angle-borrow-0363b6a137a44e22ee06b3187ba74f7798c1af08::KeeperMulticall,DAPP,DAppSCAN-source/contracts/Chainsecurity-Angle Protocol  Borrowing Module/angle-borrow-0363b6a137a44e22ee06b3187ba74f7798c1af08,KeeperMulticall,swapToken,0,,,,dff41ed89e3dea12,2,1,call,_oneInch.call(payload),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,front_running_positive_weak_fit_for_interaction_localization,train,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-Stakefish_BatchDeposit/eth2-batch-deposit-a4912b2d839305da8447b7cec6b2f09238b90e37::BatchDeposit,DAPP,DAppSCAN-source/contracts/Runtime_Vеrification-Stakefish_BatchDeposit/eth2-batch-deposit-a4912b2d839305da8447b7cec6b2f09238b90e37,BatchDeposit,batchDeposit,1,Front-running / Tx Order (SWC-114),DAppSCAN-source/contracts/Runtime_Vеrification-Stakefish_BatchDeposit/eth2-batch-deposit-a4912b2d839305da8447b7cec6b2f09238b90e37/contracts/BatchDeposits.sol,L86 - L122,e53300796921bd91,7,1,deposit,"IDepositContract(depositContract).deposit{value: DEPOSIT_AMOUNT}(                 pubkey,                 withdrawal_cre","Front-running labels often depend on transaction ordering/economic context, not just state+external-call hyperedge evidence."
MEDIUM,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e::UniswapV2Pair,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e,UniswapV2Pair,_safeTransfer,0,,,,2f43ddd274710f3c,1,1,call,"token.call(abi.encodeWithSelector(SELECTOR, to, value))",Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e::Timelock,DAPP,DAppSCAN-source/contracts/Trail_of_Bits-FraxFinance/frax-solidity-3f0993a70e3496fd27887db7754d68709c84015e,Timelock,executeTransaction,0,,,,1854807c87636fd5,3,1,call,target.call{ value: value }(callData),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,front_running_positive_weak_fit_for_interaction_localization,train,DAPP::DAppSCAN-source/contracts/PeckShield-Donut/crossroad-550a8c3c010dc8c1a46ea9191d3841462bd58d82::DjinnAutoBuyer,DAPP,DAppSCAN-source/contracts/PeckShield-Donut/crossroad-550a8c3c010dc8c1a46ea9191d3841462bd58d82,DjinnAutoBuyer,buyTokenFromBnb,1,Front-running / Tx Order (SWC-114),DAppSCAN-source/contracts/PeckShield-Donut/crossroad-550a8c3c010dc8c1a46ea9191d3841462bd58d82/contracts/DjiinAutoBuyer.sol,L154-L169,39c298de292644bd,5,4,deposit|transfer|swap|swap,IWETH(wbnbToken).deposit{value: msg.value}(),"Front-running labels often depend on transaction ordering/economic context, not just state+external-call hyperedge evidence."
MEDIUM,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::Timelock,DAPP,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129,Timelock,executeTransaction,0,,,,6ba2bd9c88651a36,3,1,call,target.call{ value: value }(callData),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::WaultSwapPair,DAPP,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129,WaultSwapPair,_safeTransfer,0,,,,72cc265281ae608d,1,1,call,"token.call(abi.encodeWithSelector(SELECTOR, to, value))",Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::MdexPair,DAPP,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129,MdexPair,_safeTransfer,0,,,,ded278676fe3c06e,1,1,call,"token.call(abi.encodeWithSelector(SELECTOR, to, value))",Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::WNativeRelayer,DAPP,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129,WNativeRelayer,withdraw,0,,,,96add10fa2f34e74,1,2,withdraw|call,IWETH(wnative).withdraw(_amount),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::Vault,DAPP,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129,Vault,_fairLaunchWithdraw,0,,,,504a53f48afda821,4,3,call|getFairLaunchAddr|burn,"config.getFairLaunchAddr().call(         abi.encodeWithSelector(0xb5c5f672, positions[id].owner, fairLaunchPoolId, posit",Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::Actions,DAPP,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129,Actions,_doWork,0,,,,a150af61269ad4b2,3,2,nextPositionID|work,Vault(_vault).nextPositionID(),Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,front_running_positive_weak_fit_for_interaction_localization,train,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::SpookyWorker03,DAPP,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129,SpookyWorker03,_reinvest,1,Front-running / Tx Order (SWC-114),DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129/contracts/6/protocol/workers/spookyswap/SpookyWorker03.sol,L208-L246,2b6463820e467c32,8,12,withdraw|balanceOf|safeApprove|safeApprove|safeTransfer|swapExactTokensForTokens|safeTransfer|execute|deposit|balanceOf|safeApprove|safeApprove,"spookyMasterChef.withdraw(pid, 0)","Front-running labels often depend on transaction ordering/economic context, not just state+external-call hyperedge evidence."
MEDIUM,front_running_positive_weak_fit_for_interaction_localization,train,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::SpookySwapStrategyAddBaseTokenOnly,DAPP,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129,SpookySwapStrategyAddBaseTokenOnly,execute,1,Front-running / Tx Order (SWC-114),DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129/contracts/6/protocol/strategies/spookyswap/SpookySwapStrategyAddBaseTokenOnly.sol,L59-L105,03c799d0fb83f6cd,1,15,baseToken|farmingToken|lpToken|safeApprove|safeApprove|getReserves|token0|sub|sqrt|swapExactTokensForTokens|addLiquidity|safeTransfer|balanceOf|safeApprove|safeApprove,worker.baseToken(),"Front-running labels often depend on transaction ordering/economic context, not just state+external-call hyperedge evidence."
MEDIUM,front_running_positive_weak_fit_for_interaction_localization,train,DAPP::DAppSCAN-source/contracts/Inspex-AutoCompound/auto-compound-v2-92626a1dcfc55a28afdf4f996d600fe8bbfd6efd::PancakeByalanLP,DAPP,DAppSCAN-source/contracts/Inspex-AutoCompound/auto-compound-v2-92626a1dcfc55a28afdf4f996d600fe8bbfd6efd,PancakeByalanLP,harvest,1,Front-running / Tx Order (SWC-114),DAppSCAN-source/contracts/Inspex-AutoCompound/auto-compound-v2-92626a1dcfc55a28afdf4f996d600fe8bbfd6efd/PancakeByalanLP.sol,L1342,43a78a56564b03c8,2,1,deposit,"IMasterChef(MASTERCHEF).deposit(pid, 0)","Front-running labels often depend on transaction ordering/economic context, not just state+external-call hyperedge evidence."
MEDIUM,negative_contains_strong_low_level_call_pattern,train,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::KODAV3SecondaryMarketplace",DAPP,"DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607",KODAV3SecondaryMarketplace,handleSecondarySaleFunds,0,,,,dbbdd130de76cd60,3,3,call|call|call,"_royaltyRecipient.call{value : _creatorRoyalties}("""")",Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::KODAV3PrimaryMarketplace",DAPP,"DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607",KODAV3PrimaryMarketplace,_buyNextStep,0,,,,4925c0e1175b67e0,1,1,call,"_msgSender().call{value : msg.value - expectedPrice}("""")",Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::KODAV3PrimaryMarketplace",DAPP,"DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607",KODAV3PrimaryMarketplace,_handleEditionSaleFunds,0,,,,6662b2586c1e2e42,5,2,call|call,"platformAccount.call{value : koCommission}("""")",Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::ClaimableFundsReceiverV1",DAPP,"DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607",ClaimableFundsReceiverV1,drain,0,,,,d588a544faec3acf,3,2,call|call,"payable(recipients[i]).call{value : shares[i]}("""")",Negative interaction contains low-level call/delegatecall/send/staticcall signal.
MEDIUM,negative_contains_strong_low_level_call_pattern,train,"DAPP::DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607::KODAV3UpgradableGatedMarketplace",DAPP,"DAppSCAN-source/contracts/Coinfabrik-MintingFactoryV2, BaseUpgradableMarketplace & KODAV3UpgradableGatedMarketplace/known-origin-contracts-v3-d592c5f4fa4e0b6fc65a1fce43e302706aedf607",KODAV3UpgradableGatedMarketplace,_handleSaleFunds,0,,,,ddf4489c1c2674b5,2,2,call|call,"platformAccount.call{value : koCommission}("""")",Negative interaction contains low-level call/delegatecall/send/staticcall signal.
