split,contract_id,source_path,function_name,source_span,interaction_id,review_priority,predicted_score,current_label,proposed_cleaned_label,vulnerability_type,safety_features_present,risk_evidence,protection_evidence,short_explanation,confidence,external_call_line,state_update_line,modifier_guard_evidence,code_snippet,review_source
val,DAPP::DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5::GFT,DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/GFT.sol,transferFrom,DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/GFT.sol#L113-L138,i:transferFrom,top50_most_ambiguous|top50_weak_or_no_safety,0.44011339704679775,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|callee_user_controlled,external call present | callee appears user/attacker controlled,require/assert/revert guard before call,"Some protection evidence exists, but it is not enough to confidently keep or flip the label.",medium,,L19: IERC223Receiving receiver = IERC223Receiving(to_);,L10: revert();,"1: function transferFrom(\n2:         address from_,\n3:         address to_,\n4:         uint256 amount_,\n5:         bytes memory data_\n6:     ) public transfersAllowed returns (bool success) {\n7:         // Alerts the token _controller of the transfer\n8:         if (isContract(_controller)) {\n9:             if (!ITokenController(_controller).onTransfer(from_, to_, amount_))\n10:                 revert();\n11:         }\n12: \n13:         require(\n14:             super.transferFrom(from_, to_, amount_),",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5::GFS,DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/GFS.sol,transferFrom,DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/GFS.sol#L122-L147,i:transferFrom,top50_most_ambiguous|top50_weak_or_no_safety,0.4392721143731211,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|callee_user_controlled,external call present | callee appears user/attacker controlled,require/assert/revert guard before call,"Some protection evidence exists, but it is not enough to confidently keep or flip the label.",medium,,L19: IERC223Receiving receiver = IERC223Receiving(to_);,L10: revert();,"1: function transferFrom(\n2:         address from_,\n3:         address to_,\n4:         uint256 amount_,\n5:         bytes memory data_\n6:     ) public transfersAllowed returns (bool success) {\n7:         // Alerts the token _controller of the transfer\n8:         if (isContract(_controller)) {\n9:             if (!ITokenController(_controller).onTransfer(from_, to_, amount_))\n10:                 revert();\n11:         }\n12: \n13:         require(\n14:             super.transferFrom(from_, to_, amount_),",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc::DynamicLiquidTokenConverterFactory,DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc/solidity/contracts/converter/types/liquid-token/DynamicLiquidTokenConverterFactory.sol,createConverter,DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc/solidity/contracts/converter/types/liquid-token/DynamicLiquidTokenConverterFactory.sol#L94-L137,i:createConverter,top50_most_ambiguous|top50_weak_or_no_safety,0.41885471933446444,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|callee_user_controlled,external call present | callee appears user/attacker controlled,require/assert/revert guard before call,"Some protection evidence exists, but it is not enough to confidently keep or flip the label.",medium,L25: address(converter).transfer(msg.value);,"L17: DynamicLiquidTokenConverter converter = new DynamicLiquidTokenConverter(IDSToken(address(_anchor)), _registry, _maxConversionFee);","L19: require(_reserveToken == ETH_RESERVE_ADDRESS ? msg.value == _reserveBalance : msg.value == 0, ""ERR_ETH_AMOUNT_MISMATCH"");","20: \n21:         converter.addReserve(_reserveToken, _reserveWeight);\n22: \n23:         if (_reserveBalance > 0)\n24:           if (_reserveToken == ETH_RESERVE_ADDRESS)\n25:               address(converter).transfer(msg.value);\n26:           else\n27:               safeTransferFrom(_reserveToken, msg.sender, address(converter), _reserveBalance);\n28: \n29:         converter.setMinimumWeight(_minimumWeight);\n30:         converter.setStepWeight(_stepWeight);\n31:         converter.setMarketCapThreshold(_marketCapThreshold);\n32: \n33:         if (_anchor.owner() != address(this))",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc::PoolTokensContainer,DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc/solidity/contracts/converter/types/liquidity-pool-v2/PoolTokensContainer.sol,createToken,DAppSCAN-source/contracts/consensys-Zer0_zBanc/zBanc-48da0ac1eebbe31a74742f1ae4281b156f03a4bc/solidity/contracts/converter/types/liquidity-pool-v2/PoolTokensContainer.sol#L53-L63,i:createToken,top50_most_ambiguous,0.41623921665289804,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|callee_user_controlled|contract_inheritance_modifier_summary,external call present | callee appears user/attacker controlled,require/assert/revert guard before call,"Some protection evidence exists, but it is not enough to confidently keep or flip the label.",medium,,"L5: string memory poolName = concatStrDigit(name, uint8(_poolTokens.length + 1));","L3: require(_poolTokens.length < MAX_POOL_TOKENS, ""ERR_MAX_LIMIT_REACHED"");","1: function createToken() external override ownerOnly returns (IDSToken) {\n2:         // verify that the max limit wasn't reached\n3:         require(_poolTokens.length < MAX_POOL_TOKENS, ""ERR_MAX_LIMIT_REACHED"");\n4: \n5:         string memory poolName = concatStrDigit(name, uint8(_poolTokens.length + 1));\n6:         string memory poolSymbol = concatStrDigit(symbol, uint8(_poolTokens.length + 1));\n7: \n8:         DSToken token = new DSToken(poolName, poolSymbol, decimals);\n9:         _poolTokens.push(token);\n10:         return token;\n11:     }",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b::TokenFactory,DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b/contracts/balancer-core-v2/test/TokenFactory.sol,getTokens,DAppSCAN-source/contracts/Runtime_Vеrification-ElementFinance/elf-contracts-637c6f959315cbb11a164555e588520c7d89122b/contracts/balancer-core-v2/test/TokenFactory.sol#L38-L47,i:getTokens,top50_most_ambiguous|top50_weak_or_no_safety,0.35266327059069996,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|callee_user_controlled,external call present | callee appears user/attacker controlled,require/assert/revert guard before call,"Some protection evidence exists, but it is not enough to confidently keep or flip the label.",medium,,L4: address[] memory token = new address[](end - start);,"L2: require((end >= start) && (end - start) <= _tokens.length(), ""OUT_OF_BOUNDS"");","1: function getTokens(uint256 start, uint256 end) external view returns (address[] memory) {\n2:         require((end >= start) && (end - start) <= _tokens.length(), ""OUT_OF_BOUNDS"");\n3: \n4:         address[] memory token = new address[](end - start);\n5:         for (uint256 i = 0; i < token.length; ++i) {\n6:             token[i] = _tokens.at(i + start);\n7:         }\n8: \n9:         return token;\n10:     }",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5::WGFT,DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/WGFT.sol,transferFrom,DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/WGFT.sol#L130-L155,i:transferFrom,top50_most_ambiguous|top50_weak_or_no_safety,0.3201764217856431,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|callee_user_controlled,external call present | callee appears user/attacker controlled,require/assert/revert guard before call,"Some protection evidence exists, but it is not enough to confidently keep or flip the label.",medium,,L19: IERC223Receiving receiver = IERC223Receiving(to_);,L10: revert();,"1: function transferFrom(\n2:         address from_,\n3:         address to_,\n4:         uint256 amount_,\n5:         bytes memory data_\n6:     ) public transfersAllowed returns (bool success) {\n7:         // Alerts the token _controller of the transfer\n8:         if (isContract(_controller)) {\n9:             if (!ITokenController(_controller).onTransfer(from_, to_, amount_))\n10:                 revert();\n11:         }\n12: \n13:         require(\n14:             super.transferFrom(from_, to_, amount_),",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa::ChessSchedule,DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa/contracts/governance/ChessSchedule.sol,mint,DAppSCAN-source/contracts/PeckShield-Tranchessv1.0/contract-core-5ac3d997da3ef37b0135565a11c5ebcc519862aa/contracts/governance/ChessSchedule.sol#L120-L124,i:mint,top50_most_ambiguous,0.2512511129142271,0,ambiguous_quarantine,reentrancy,state_update_after_external_call|require_assert_guard_before_call|contract_inheritance_modifier_summary,external call present | state update after external call,require/assert/revert guard before call,"Some protection evidence exists, but it is not enough to confidently keep or flip the label.",medium,"L3: chess.transfer(account, amount);",L4: minted = minted.add(amount);,"L2: require(minted.add(amount) <= availableSupply(), ""Exceeds allowable mint amount"");","1: function mint(address account, uint256 amount) external override onlyMinter {\n2:         require(minted.add(amount) <= availableSupply(), ""Exceeds allowable mint amount"");\n3:         chess.transfer(account, amount);\n4:         minted = minted.add(amount);\n5:     }",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df::ChessSchedule,DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df/contracts/governance/ChessSchedule.sol,mint,DAppSCAN-source/contracts/PeckShield-TranchessV1.1/contract-core-68a86350313c1cb9e5467e791d3e9efaf228a0df/contracts/governance/ChessSchedule.sol#L122-L126,i:mint,top50_most_ambiguous,0.21608825956743266,0,ambiguous_quarantine,reentrancy,state_update_after_external_call|require_assert_guard_before_call|safe_erc20_wrapper|contract_inheritance_modifier_summary,external call present | state update after external call,safe ERC20 wrapper signal | require/assert/revert guard before call,"Some protection evidence exists, but it is not enough to confidently keep or flip the label.",medium,"L3: chess.safeTransfer(account, amount);",L4: minted = minted.add(amount);,"L2: require(minted.add(amount) <= availableSupply(), ""Exceeds allowable mint amount"");","1: function mint(address account, uint256 amount) external override onlyMinter {\n2:         require(minted.add(amount) <= availableSupply(), ""Exceeds allowable mint amount"");\n3:         chess.safeTransfer(account, amount);\n4:         minted = minted.add(amount);\n5:     }",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656::CompoundMultiOracle,DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656/contracts/oracles/compound/CompoundMultiOracle.sol,_peek,DAppSCAN-source/contracts/Trail_of_Bits-YieldV2/vault-v2-819a713416249da92c44eb629ed26a49425a4656/contracts/oracles/compound/CompoundMultiOracle.sol#L49-L60,i:_peek,,0.19744213365481597,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|callee_user_controlled|contract_inheritance_modifier_summary,external call present | callee appears user/attacker controlled,require/assert/revert guard before call,"Some protection evidence exists, but it is not enough to confidently keep or flip the label.",medium,,L2: address source = sources[base][kind];,"L3: require (source != address(0), ""Source not found"");","1: function _peek(bytes6 base, bytes6 kind) private view returns (uint accumulator, uint updateTime) {\n2:         address source = sources[base][kind];\n3:         require (source != address(0), ""Source not found"");\n4: \n5:         if (kind == RATE.b6()) accumulator = CTokenInterface(source).borrowIndex();\n6:         else if (kind == CHI.b6()) accumulator = CTokenInterface(source).exchangeRateStored();\n7:         else revert(""Unknown oracle type"");\n8: \n9:         require(accumulator > 0, ""Compound accumulator is zero"");\n10: \n11:         updateTime = block.timestamp;\n12:     }",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/consensys-DeFi_Saver/defisaver-v3-contracts-cb29669a84c2d6fffaf2231c0938eb407c060919::CompSupply,DAppSCAN-source/contracts/consensys-DeFi_Saver/defisaver-v3-contracts-cb29669a84c2d6fffaf2231c0938eb407c060919/contracts/actions/compound/CompSupply.sol,_supply,DAppSCAN-source/contracts/consensys-DeFi_Saver/defisaver-v3-contracts-cb29669a84c2d6fffaf2231c0938eb407c060919/contracts/actions/compound/CompSupply.sol#L57-L96,i:_supply,top50_weak_or_no_safety,0.1820234796498946,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|callee_user_controlled,external call present | callee appears user/attacker controlled,require/assert/revert guard before call,"Some protection evidence exists, but it is not enough to confidently keep or flip the label.",medium,,L7: address tokenAddr = getUnderlyingAddr(_cTokenAddr);,"L26: require(ICToken(_cTokenAddr).mint(_amount) == 0, ERR_COMP_SUPPLY_FAILED);","1: function _supply(\n2:         address _cTokenAddr,\n3:         uint256 _amount,\n4:         address _from,\n5:         bool _enableAsColl\n6:     ) internal returns (uint256) {\n7:         address tokenAddr = getUnderlyingAddr(_cTokenAddr);\n8: \n9:         // if amount type(uint256).max, pull current proxy balance\n10:         if (_amount == type(uint256).max) {\n11:             _amount = tokenAddr.getBalance(address(this));\n12:         }\n13: \n14:         // pull the tokens _from to the proxy",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/consensys-DeFi_Saver/defisaver-v3-contracts-cb29669a84c2d6fffaf2231c0938eb407c060919::CompWithdraw,DAppSCAN-source/contracts/consensys-DeFi_Saver/defisaver-v3-contracts-cb29669a84c2d6fffaf2231c0938eb407c060919/contracts/actions/compound/CompWithdraw.sol,_withdraw,DAppSCAN-source/contracts/consensys-DeFi_Saver/defisaver-v3-contracts-cb29669a84c2d6fffaf2231c0938eb407c060919/contracts/actions/compound/CompWithdraw.sol#L56-L98,i:_withdraw,top50_weak_or_no_safety,0.17257646670617918,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|callee_user_controlled,external call present | callee appears user/attacker controlled,require/assert/revert guard before call,"Some protection evidence exists, but it is not enough to confidently keep or flip the label.",medium,,L6: address tokenAddr = getUnderlyingAddr(_cTokenAddr);,"L18: require(ICToken(_cTokenAddr).redeem(_amount) == 0, ERR_COMP_REDEEM);","1: function _withdraw(\n2:         address _cTokenAddr,\n3:         uint256 _amount,\n4:         address _to\n5:     ) internal returns (uint256) {\n6:         address tokenAddr = getUnderlyingAddr(_cTokenAddr);\n7: \n8:         // because comp returns native eth we need to check the balance of that\n9:         if (tokenAddr == TokenUtils.WETH_ADDR) {\n10:             tokenAddr = TokenUtils.ETH_ADDR;\n11:         }\n12: \n13:         uint256 tokenBalanceBefore = tokenAddr.getBalance(address(this));\n14: ",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/consensys-DeFi_Saver/defisaver-v3-contracts-cb29669a84c2d6fffaf2231c0938eb407c060919::CompBorrow,DAppSCAN-source/contracts/consensys-DeFi_Saver/defisaver-v3-contracts-cb29669a84c2d6fffaf2231c0938eb407c060919/contracts/actions/compound/CompBorrow.sol,_borrow,DAppSCAN-source/contracts/consensys-DeFi_Saver/defisaver-v3-contracts-cb29669a84c2d6fffaf2231c0938eb407c060919/contracts/actions/compound/CompBorrow.sol#L55-L77,i:_borrow,top50_weak_or_no_safety,0.14879218527415547,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|callee_user_controlled,external call present | callee appears user/attacker controlled,require/assert/revert guard before call,"Some protection evidence exists, but it is not enough to confidently keep or flip the label.",medium,,L6: address tokenAddr = getUnderlyingAddr(_cTokenAddr);,"L11: require(ICToken(_cTokenAddr).borrow(_amount) == 0, ERR_COMP_BORROW);","1: function _borrow(\n2:         address _cTokenAddr,\n3:         uint256 _amount,\n4:         address _to\n5:     ) internal returns (uint256) {\n6:         address tokenAddr = getUnderlyingAddr(_cTokenAddr);\n7: \n8:         // if the tokens are borrowed we need to enter the market\n9:         enterMarket(_cTokenAddr);\n10: \n11:         require(ICToken(_cTokenAddr).borrow(_amount) == 0, ERR_COMP_BORROW);\n12: \n13:         // always return WETH, never native Eth\n14:         if (tokenAddr == TokenUtils.WETH_ADDR) {",phase1b_packet
val,DAPP::DAppSCAN-source/contracts/Trail_of_Bits-FujiProtocol/fuji-protocol-933ea57b11889d87744efa23e95c90b7bf589402::FujiOracle,DAppSCAN-source/contracts/Trail_of_Bits-FujiProtocol/fuji-protocol-933ea57b11889d87744efa23e95c90b7bf589402/contracts/FujiOracle.sol,_getUSDPrice,DAppSCAN-source/contracts/Trail_of_Bits-FujiProtocol/fuji-protocol-933ea57b11889d87744efa23e95c90b7bf589402/contracts/FujiOracle.sol#L53-L59,i:_getUSDPrice,top50_weak_or_no_safety,0.11878107179948062,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|callee_user_controlled,external call present | callee appears user/attacker controlled,require/assert/revert guard before call,"Some protection evidence exists, but it is not enough to confidently keep or flip the label.",medium,,L6: price = uint256(latestPrice);,"L2: require(usdPriceFeeds[_asset] != address(0), Errors.ORACLE_NONE_PRICE_FEED);","1: function _getUSDPrice(address _asset) internal view returns (uint256 price) {\n2:     require(usdPriceFeeds[_asset] != address(0), Errors.ORACLE_NONE_PRICE_FEED);\n3: \n4:     (, int256 latestPrice, , , ) = AggregatorV3Interface(usdPriceFeeds[_asset]).latestRoundData();\n5: \n6:     price = uint256(latestPrice);\n7:   }",phase1b_packet
train,DAPP::DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129::BSCPool,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129/contracts/6/protocol/apis/mdex/BSCPool.sol,withdrawMdx,DAppSCAN-source/contracts/Inspex-SpookySwap Integration & Fantom Expansion/bsc-alpaca-contract-4553a34a6dcfcfbf7aebc693bb5c5c6074c73129/contracts/6/protocol/apis/mdex/BSCPool.sol#L443-L463,i:withdrawMdx,random_control_protected_negative,,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|callee_user_controlled|safe_erc20_wrapper|contract_many_risky_interactions|contract_modifier_access_summary|contract_inheritance_modifier_summary,external call present | callee appears user/attacker controlled,safe ERC20 wrapper signal | require/assert/revert guard before call,"Some protection evidence exists, but it is not enough to confidently keep or flip the label.",medium,"L17: pool.lpToken.safeTransfer(_user, _amount);",L6: PoolInfo storage pool = poolInfo[_pid];,"L8: require(user.amount >= _amount, ""withdrawMdx: not good"");","12:       safeMdxTransfer(_user, pendingAmount);\n13:     }\n14:     if (_amount > 0) {\n15:       user.amount = user.amount.sub(_amount);\n16:       pool.totalAmount = pool.totalAmount.sub(_amount);\n17:       pool.lpToken.safeTransfer(_user, _amount);\n18:     }\n19:     user.rewardDebt = user.amount.mul(pool.accMdxPerShare).div(1e12);\n20:     emit Withdraw(_user, _pid, _amount);\n21:   }",random_control
train,"DAPP::DAppSCAN-source/contracts/Inspex-StakingPool, Vault, Strategy & VotingEscrow/scientix-contract-main::VotingEscrow","DAppSCAN-source/contracts/Inspex-StakingPool, Vault, Strategy & VotingEscrow/scientix-contract-main/contracts/VotingEscrow.sol",_createLock,"DAppSCAN-source/contracts/Inspex-StakingPool, Vault, Strategy & VotingEscrow/scientix-contract-main/contracts/VotingEscrow.sol#L172-L189",i:_createLock,random_control_protected_negative,,0,ambiguous_quarantine,reentrancy,state_update_after_external_call|require_assert_guard_before_call|safe_erc20_wrapper|contract_modifier_access_summary,external call present | state update after external call,safe ERC20 wrapper signal | require/assert/revert guard before call,"Some protection evidence exists, but it is not enough to confidently keep or flip the label.",medium,"L9: _scix.safeTransferFrom(msg.sender, address(this), amount);",L2: LockData storage lock = _locks[msg.sender];,"L4: require(lock.amount == 0, ""must no locked"");","4:         require(lock.amount == 0, ""must no locked"");\n5:         require(end <= timestamp + MAX_TIME, ""end too long"");\n6:         require(end > timestamp, ""end too short"");\n7:         require(amount != 0, ""amount must be non-zero"");\n8: \n9:         _scix.safeTransferFrom(msg.sender, address(this), amount);\n10:         _totalLockedSCIX = _totalLockedSCIX.add(amount);\n11: \n12:         lock.amount = amount;\n13:         lock.end = end;\n14: \n15:         _updateBalance(msg.sender, (end - timestamp).mul(amount).div(MAX_TIME));\n16: \n17:         emit LockCreate(msg.sender, lock.amount, _balances[msg.sender], lock.end);",random_control
val,DAPP::DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5::LPMint,DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/LPMint.sol,withdraw,DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/LPMint.sol#L153-L169,i:withdraw,random_control_protected_negative,,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|callee_user_controlled|safe_erc20_wrapper|contract_many_risky_interactions,external call present | callee appears user/attacker controlled,safe ERC20 wrapper signal | require/assert/revert guard before call,"Some protection evidence exists, but it is not enough to confidently keep or flip the label.",medium,"L13: lpToken.safeTransfer(address(msg.sender), _amount);",L2: UserInfo storage user = userInfo[msg.sender];,"L3: require(user.amount >= _amount, ""withdraw: not good"");","8:         if (pending > 0) {\n9:             safeMintTransfer(msg.sender, pending);\n10:         }\n11:         if (_amount > 0) {\n12:             user.amount = user.amount.sub(_amount);\n13:             lpToken.safeTransfer(address(msg.sender), _amount);\n14:         }\n15:         user.rewardDebt = user.amount.mul(accMintPerShare).div(1e12);\n16:         emit Withdraw(msg.sender, _amount);\n17:     }",random_control
train,DAPP::DAppSCAN-source/contracts/QuillAudits-Bond Appetit-Bond Appetit/bondappetit-protocol-355180f0aca0b29d60d808f761052956b7a3a159::Staking,DAppSCAN-source/contracts/QuillAudits-Bond Appetit-Bond Appetit/bondappetit-protocol-355180f0aca0b29d60d808f761052956b7a3a159/contracts/Staking.sol,transfer,DAppSCAN-source/contracts/QuillAudits-Bond Appetit-Bond Appetit/bondappetit-protocol-355180f0aca0b29d60d808f761052956b7a3a159/contracts/Staking.sol#L225-L230,i:transfer,random_control_protected_negative,,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|only_owner_or_access_control|callee_user_controlled|safe_erc20_wrapper|contract_many_risky_interactions|contract_modifier_access_summary|contract_inheritance_modifier_summary,external call present | callee appears user/attacker controlled,owner/access-control signal | safe ERC20 wrapper signal | require/assert/revert guard before call,"Some protection evidence exists, but it is not enough to confidently keep or flip the label.",medium,"L4: rewardsToken.safeTransfer(recipient, amount);",,"L2: require(block.number >= periodFinish, ""Staking::transfer: distribution not ended""); | function transfer(address recipient, uint256 amount) external onlyOwner","1: function transfer(address recipient, uint256 amount) external onlyOwner {\n2:         require(block.number >= periodFinish, ""Staking::transfer: distribution not ended"");\n3: \n4:         rewardsToken.safeTransfer(recipient, amount);\n5:         emit RewardsTransfered(recipient, amount);\n6:     }",random_control
val,FORGE::vfp_00001::AutonomousAgentDeployer,AutonomousAgentDeployer.sol,_createUniswapPool,AutonomousAgentDeployer.sol#L324-L345,i:_createUniswapPool,random_control_protected_negative,,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|trusted_or_fixed_callee|contract_modifier_access_summary|contract_inheritance_modifier_summary,external call present,trusted/fixed callee signal | require/assert/revert guard before call,"Some protection evidence exists, but it is not enough to confidently keep or flip the label.",medium,,L3: address poolAddress = deployUniswapPool(_agentToken);,"L2: require(totalSPECDeposited[_agentToken] > UNISWAP_POOL_CREATION_VALUE && agentTokenUniswapPool[_agentToken] == address(0), ""Invalid pool creation conditions"");","1: function _createUniswapPool(address _agentToken, uint _deadline) internal {\n2:         require(totalSPECDeposited[_agentToken] > UNISWAP_POOL_CREATION_VALUE && agentTokenUniswapPool[_agentToken] == address(0), ""Invalid pool creation conditions"");\n3:         address poolAddress = deployUniswapPool(_agentToken);\n4:         if(agentTokenUniswapPool[_agentToken] != address(0))\n5:         {\n6:             agentTokenUniswapPool[_agentToken] = poolAddress;\n7:             uint256 agentTokenBalance = IERC20Upgradeable(_agentToken).balanceOf(address(this));\n8:             // Approve tokens and add liquidity\n9:             IERC20Upgradeable(spectralToken).approve(address(uniswapRouter), totalSPECDeposited[_agentToken]);\n10:             IERC20Upgradeable(_agentToken).approve(address(uniswapRouter), agentTokenBalance);\n11:             uniswapRouter.addLiquidity(\n12:                 spectralToken,\n13:                 _agentToken,\n14:                 totalSPECDeposited[_agentToken],",random_control
train,DAPP::DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f::ADaiDelegate,DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f/contracts/ADaiDelegate.sol,_delegateAtlantisLikeTo,DAppSCAN-source/contracts/PeckShield-Atlantis/atlantis-protocol-bsc-766acebba9316eced1c15abf6158b31f470a947f/contracts/ADaiDelegate.sol#L218-L221,i:_delegateAtlantisLikeTo,random_control_protected_negative,,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|only_owner_or_access_control|callee_user_controlled|contract_many_risky_interactions|contract_modifier_access_summary|contract_inheritance_modifier_summary,external call present | callee appears user/attacker controlled,owner/access-control signal | require/assert/revert guard before call,"Some protection evidence exists, but it is not enough to confidently keep or flip the label.",medium,,,"L2: require(msg.sender == admin, ""only the admin may set the atlantis-like delegate""); | function _delegateAtlantisLikeTo(address atlantisLikeDelegatee) external","1: function _delegateAtlantisLikeTo(address atlantisLikeDelegatee) external {\n2:         require(msg.sender == admin, ""only the admin may set the atlantis-like delegate"");\n3:         AtlantisLike(underlying).delegate(atlantisLikeDelegatee);\n4:     }",random_control
val,DAPP::DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5::ClockAuctionBase,DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/Auction.sol,_bidFrom,DAppSCAN-source/contracts/SlowMist-Starcrazy Smart Contract Security Audit Report/starcrazy-contracts-e9e11d234ac065726e108a73dfcd5efbad26f2c5/contract/Auction.sol#L251-L315,i:_bidFrom,random_control_protected_negative,,0,ambiguous_quarantine,reentrancy,require_assert_guard_before_call|callee_user_controlled|contract_inheritance_modifier_summary,external call present | callee appears user/attacker controlled,require/assert/revert guard before call,"Some protection evidence exists, but it is not enough to confidently keep or flip the label.",medium,,L7: Auction storage auction = tokenIdToAuction[_id];,L10: require(,"1: function _bidFrom(\n2:         address _buyer,\n3:         uint256 _id,\n4:         uint256 _bidAmount\n5:     ) internal whenNotPaused {\n6:         // Get a reference to the auction struct\n7:         Auction storage auction = tokenIdToAuction[_id];\n8:         if (!_hasAuctionByInfo(auction)) {\n9:             _updateBidding();\n10:             require(\n11:                 _isBiddingNoCheck(_id),\n12:                 ""Auction: target id is not in the bidding""\n13:             );\n14:             auction.currentPrice = uint128(c_startingPrice);",random_control
